Name,Type,Category,PP,Power,Accuracy,Battle Effect,In-Depth Effect,Secondary Effect,Detailed Effect,Effect Rate,Is Self Z-Move?,Corresponding Z-Move,Z-Move Item,Z-Move Power,Is Z-Move?,Z-Move Required Pokemon,Z-Move Required Moves,Moves that turn into this,Base Critical Hit Rate,Priority,Target,Pokemon Hit,Physical Contact?,Sound Type?,Punch Move?,Snatchable?,Z-Move?,Defrosts When Used?,Hits opposite side in triples?,Reflected?,Blocked?,Copyable?,Status Effects,Stats Altered,Z-Stats Altered,Ignores
Brick Break,Fighting,Physical,15,75,100,"The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect.","This move will remove any Reflect, Light Screen, Aurora Veil or that is in play on the opponent's team.",Destroys protective barriers.,,,FALSE,All-Out Pummeling,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Brine,Water,Special,10,65,100,"If the target's HP is half or less, this attack will hit with double the power.",,Doubles damage if target has less than 50% HP,,,FALSE,Hydro Vortex,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Brutal Swing,Dark,Physical,20,60,100,The user swings its body around violently to inflict damage on everything in its vicinity.,,No effect.,,,FALSE,Black Hole Eclipse,,120,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Bubble,Water,Special,30,40,100,A spray of countless bubbles is jetted at the opposing Pokémon. This may also lower their Speed stat.,,May lower opponent's Speed one stage.,,10,FALSE,Hydro Vortex,,100,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Spe:-1:Target,,
Bubble Beam,Water,Special,20,65,100,A spray of bubbles is forcefully ejected at the target. This may also lower its Speed stat.,,May lower opponent's Speed one stage.,,10,FALSE,Hydro Vortex,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Spe:-1:Target,,
Bug Bite,Bug,Physical,20,60,100,"The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.",,Removes target's Berry and uses its effect,,,FALSE,Savage Spin-Out,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Bug Buzz,Bug,Special,10,90,100,The user generates a damaging sound wave by vibration. This may also lower the target's Sp. Def stat.,,May lower opponent's Special Defense one stage.,,10,FALSE,Savage Spin-Out,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,SpD:-1:Target,,
Bulk Up,Fighting,Other,20,0,0,"The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats.",,Raises user's Attack and Defense one stage.,Boosts Attack by 1 stage,,TRUE,,Fightinium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Atk:+1:Self,Def:+1:Self",,
Bulldoze,Ground,Physical,20,60,100,The user strikes everything around it by stomping down on the ground. This lowers the Speed stat of those hit.,,May lower opponent's Speed one stage.,,100,FALSE,Tectonic Rage,,120,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Spe:-1:Target,,
Bullet Punch,Steel,Physical,30,40,100,The user strikes the target with tough punches as fast as bullets. This move always goes first.,,Has increased Speed Priority,,,FALSE,Corkscrew Crash,,100,FALSE,,,,6.25,1,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Bullet Seed,Grass,Physical,30,25,100,The user forcefully shoots seeds at the target two to five times in a row.,,Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits,,,FALSE,Bloom Doom,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Burn Up,Fire,Special,5,130,100,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.",,"Removes Fire-type from user. If user was pure Fire-type, it is now without a type.",,,FALSE,Inferno Overdrive,,195,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,
Calm Mind,Psychic,Other,20,0,0,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.,,Raises user's Special Attack and Special Defense one stage.,Resets all lowered stat modifications,,TRUE,,Psychium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SpA:+1:Self,SpD:+1:Self",,
Camouflage,Normal,Other,20,0,0,"The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.","This move will change the type of the user to a type depending upon the terrain in which it battles. In-game, this is highly useful. However, in the WiFi Rooms, it is rather limited as it will always be within a building. The places and types are as follows Location Type Buildings Normal-type Caves/Mountainsides Rock-type Desert/Roads Ground-type Fields/Grass/Swamp Grass-type Snow Ice-type Water Water-type",User changes type depending on the location.,Boosts Evasion by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Captivate,Normal,Other,20,0,100,"If any opposing Pokémon is the opposite gender of the user, it is charmed, which harshly lowers its Sp. Atk stat.",,Lowers opponent's Special Attack by two stages if of an opposite gender to the user.,Boosts Special Defense by 2 stages,,TRUE,,Normalium Z,,FALSE,,,,,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,SpA:-2:Target,,
Catastropika,Electric,Physical,1,210,0,"The user, Pikachu, surrounds itself with the maximum amount of electricity using its Z-Power and pounces on its target with full force.",,No effect.,,,FALSE,,Electrium Z,,TRUE,Pikachu,Volt Tackle,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Celebrate,Normal,Other,40,0,0,The Pokémon congratulates you on your special day!,,No effect.,Boosts all stats by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Charge,Electric,Other,20,0,0,The user boosts the power of the Electric move it uses on the next turn. This also raises the user's Sp. Def stat.,,Boosts power of user's next Electric-type Attack by 100%. Increases user's Special Defense by 1 stage,Boosts Special Defense by 1 stage,,TRUE,,Electrium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Charge Beam,Electric,Special,10,50,90,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.,,May raise user's Special Attack one stage,,70,FALSE,Gigavolt Havoc,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,SpA:+1:Self,,
Charm,Fairy,Other,20,0,100,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat.",,Lowers opponent's Attack two stages.,Boosts Defense by 1 stage,,TRUE,,Fairium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,Atk:-2:Target,,
Chatter,Flying,Special,20,65,100,The user attacks the target with sound waves of deafening chatter. This confuses the target.,,Confuses the opponent,,100,FALSE,Supersonic Skystrike,,120,FALSE,,,,6.25,0,All but self,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Confusion:Target,,,
Chip Away,Normal,Physical,20,70,100,"Looking for an opening, the user strikes consistently. The target's stat changes don't affect this attack's damage.",,Ignores stat changes,,,FALSE,Breakneck Blitz,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Circle Throw,Fighting,Physical,10,60,90,"The target is thrown, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",,Forces opponent to switch Pokémon.,,,FALSE,All-Out Pummeling,,120,FALSE,,,,6.25,-6,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Clamp,Water,Physical,15,35,85,The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.,,Traps opponent.,,100,FALSE,Hydro Vortex,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Clanging Scales,Dragon,Special,5,110,100,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user's Defense stat goes down after the attack.,,Lowers user's Defense one stage.,,100,FALSE,Devastating Drake,,185,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Def:-1:Self,,
Clear Smog,Poison,Special,15,50,0,The user attacks by throwing a clump of special mud. All stat changes are returned to normal.,,Removes all stat changes,,,FALSE,Acid Downpour,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Close Combat,Fighting,Physical,5,120,100,The user fights the target up close without guarding itself. This also lowers the user's Defense and Sp. Def stats.,,Lowers user's Defense & Special Defense stats by one stage.,,100,FALSE,All-Out Pummeling,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,"Def:-1:Target,SpD:-1:Target",,
Coil,Poison,Other,20,0,0,The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.,,"Raises Attack, Defense & Accuracy one stage.",Resets all lowered stat modifications,,TRUE,,Poisonium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Atk:+1:Self,Def:+1:Self,Acc:+1:Self",,
Comet Punch,Normal,Physical,15,18,85,The target is hit with a flurry of punches that strike two to five times in a row.,,Attacks 2-5 times in a row. 37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Confide,Normal,Other,20,0,0,"The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat.",,Lowers target's Special Attack by 1 stage,Boosts Special Defense by 1 stage,100,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,SpA:-1:Target,,
Confuse Ray,Ghost,Other,10,0,100,The target is exposed to a sinister ray that triggers confusion.,,Induces Confusion,Boosts Special Attack by 1 stage,,TRUE,,Ghostium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Confusion:Target,,,
Confusion,Psychic,Special,25,50,100,The target is hit by a weak telekinetic force. This may also confuse the target.,,May induce Confusion,,10,FALSE,Shattered Psyche,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Confusion:Target,,,
Constrict,Normal,Physical,35,10,100,"The target is attacked with long, creeping tentacles, vines, or the like. This may also lower the target's Speed stat.",,May lower opponent's Speed one stage.,,10,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Spe:-1:Target,,
Continental Crush,Rock,Special,1,1,0,"The user summons a huge rock mountain using its Z-Power and drops it onto the target with full force. The power varies, depending on the original move.",,No effect.,,,FALSE,,Rockium Z,,TRUE,,,"Accelerock,Ancient Power,Diamond Storm,Head Smash,Power Gem,Rock Blast,Rock Slide,Rock Throw,Rock Tomb,Rock Wrecker,Rollout,Smack Down,Stone Edge",6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Conversion,Normal,Other,30,0,0,The user changes its type to become the same type as the move at the top of the list of moves it knows.,,User changes type into an own move's type.,Boosts all stats by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Conversion 2,Normal,Other,30,0,0,The user changes its type to make itself resistant to the type of the attack the opponent used last.,,User becomes a type resistant to opponent's last Attack.,Heals the Hit Points of this Pokémon,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Copycat,Normal,Other,20,0,0,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,,Uses the move used just before it in battle.,Boosts Accuracy by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Core Enforcer,Dragon,Special,10,100,100,"If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target's Ability.",,"If used after the target Attacks, the target's ability is removed",,,FALSE,Devastating Drake,,140,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Corkscrew Crash,Steel,Special,1,1,0,"The user spins very fast and rams into the target with the full force of its Z-Power. The power varies, depending on the original move.",,No effect.,,,FALSE,,Steelium Z,,TRUE,,,"Anchor Shot,Bullet Punch,Doom Desire,Flash Cannon,Gear Grind,Gyro Ball,Heavy Slam,Iron Head,Iron Tail,Magnet Bomb,Metal Burst,Metal Claw,Meteor Mash,Mirror Shot,Smart Strike,Steel Wing,Sunsteel Strike",6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Cosmic Power,Psychic,Other,20,0,0,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.,,Raises user's Defense and Special Defense one stage.,Boosts Special Defense by 1 stage,,TRUE,,Psychium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Def:+1:Self,SpD:+1:Self",,
Cotton Guard,Grass,Other,10,0,0,"The user protects itself by wrapping its body in soft cotton, which drastically raises the user's Defense stat.",,Raises user's Defense three stages.,Resets all lowered stat modifications,,TRUE,,Grassium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Def:+3:Self,,
Cotton Spore,Grass,Other,40,0,100,"The user releases cotton-like spores that cling to the opposing Pokémon, which harshly lowers their Speed stat.",,Lowers opponent's Speed two stages.,Resets all lowered stat modifications,,TRUE,,Grassium Z,,FALSE,,,,,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,Spe:-2:Target,,
Counter,Fighting,Physical,20,1,100,"A retaliation move that counters any physical attack, inflicting double the damage taken.",,"If hit by a physical Attack, deals double the damage received.",,,FALSE,All-Out Pummeling,,100,FALSE,,,,6.25,-5,Self,Special,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Covet,Normal,Physical,25,60,100,"The user endearingly approaches the target, then steals the target's held item.",,May steal opponent's item (temporarily in trainer battles).,,,FALSE,Breakneck Blitz,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Crabhammer,Water,Physical,10,100,90,The target is hammered with a large pincer. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Hydro Vortex,,180,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Crafty Shield,Fairy,Other,10,0,0,The user protects itself and its allies from status moves with a mysterious power. This does not stop moves that do damage.,,Prevents all Pokémon on the field from using Status moves,Boosts Special Defense by 1 stage,,TRUE,,Fairium Z,,FALSE,,,,,3,All Allies,Ally,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Cross Chop,Fighting,Physical,5,100,80,The user delivers a double chop with its forearms crossed. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,All-Out Pummeling,,180,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Cross Poison,Poison,Physical,20,70,100,A slashing attack with a poisonous blade that may also poison the target. Critical hits land more easily.,,Has high critical hit ratio. May induce poison.,,10,FALSE,Acid Downpour,,140,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Poison:Target,,,
Crunch,Dark,Physical,15,80,100,The user crunches up the target with sharp fangs. This may also lower the target's Defense stat.,,May lower opponent's Defense one stage.,,20,FALSE,Black Hole Eclipse,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Crush Claw,Normal,Physical,10,75,95,The user slashes the target with hard and sharp claws. This may also lower the target's Defense stat.,,May lower opponent's Defense one stage.,,50,FALSE,Breakneck Blitz,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,Def:-1:Target,,
Crush Grip,Normal,Physical,5,1,100,"The target is crushed with great force. The more HP the target has left, the greater this move's power.","This attack's Base Power is anything from 1 up to 110 making it a fairly powerful attack to be used. The means of determining the Base Power however is set based on the Opponent's Hit Points. The higher its hit points the better. This does not refer to the Base Stats for the Hit Points but rather the opponent's HP relative to its maximum at the current point in time. With this in mind, a simple equation is made to determine the base power of the attack Base Power = 110 * (Opponent's Current HP / Opponent's Max HP) So for example if we were battling a Max IV'd, Max EV'd Torterra at Level 100 and it had just over half its HP remaining, it would be as such Base Power = 110 * (215 / 394) = 60.03 (2 d.p.) This shows that the best time to use Wring Out & Crush Grip would be at the start of a battle with any Pokémon, whether it has just been switched in or the battle is just beginning, in order to get the maximum Base Power. As the battle progresses, the power behind Wring Out & Crush Grip diminshes",Increases damage the higher the target's Hit Points,,,FALSE,Breakneck Blitz,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Curse,Ghost,Other,10,0,0,A move that works differently for the Ghost type than for all other types.,,"Ghost type Pokémon: User loses half their maximum HP, and the opponent gets a Nightmare. Other Pokémon types: Raises user's Attack and Defense one stage. Lowers user's Speed one stage.",Ghost-type: Heals the Hit Points of this Pokémon Other: Boosts Attack by 1 stage,,TRUE,,Ghostium Z,,FALSE,,,,,0,Self,Special,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Cut,Normal,Physical,30,50,95,The target is cut with a scythe or claw.,,No effect.,,,FALSE,Breakneck Blitz,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Dark Pulse,Dark,Special,15,80,100,The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch.,,May cause opponent to flinch.,,20,FALSE,Black Hole Eclipse,,160,FALSE,,,,6.25,0,All but self,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Flinch:Target,,,
Dark Void,Dark,Other,10,0,50,Opposing Pokémon are dragged into a world of total darkness that makes them sleep.,,Induces sleep.,Resets all lowered stat modifications,,TRUE,,Darkinium Z,,FALSE,,,,,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Sleep:Target,,,
Darkest Lariat,Dark,Physical,10,85,100,The user swings both arms and hits the target. The target's stat changes don't affect this attack's damage.,,Ignores stat changes,,,FALSE,Black Hole Eclipse,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
